# Soil Total Carbon and Nitrogen by Depth - Deep Cores,,,,,,,
8/30/2001,T4,R6,1,C1,Surface,0.1356,1.1981
8/30/2001,T4,R6,2,C1,Deep,0.0357,0.0992
8/30/2001,T4,R6,2,C1,Middle,0.0691,0.3214
8/30/2001,T4,R6,2,C1,Surface,0.15,1.3424
8/30/2001,T4,R6,3,C1,Deep,0.0124,0.0728
8/30/2001,T4,R6,3,C1,Middle,0.0577,0.3992
8/30/2001,T4,R6,3,C1,Surface,0.1178,1.0368
8/30/2001,T4,R6,4,C1,Deep,0.0028,0.0573
8/30/2001,T4,R6,4,C1,Middle,0.023,0.2117
8/30/2001,T4,R6,4,C1,Surface,0.1108,1.2749
8/30/2001,T4,R6,5,C1,Deep,0.0471,0.113
8/30/2001,T4,R6,5,C1,Middle,0.0508,0.2189
8/30/2001,T4,R6,5,C1,Surface,0.1108,1.2736
8/30/2001,T7,R6,1,C1,Deep,0.0265,0.3347
8/30/2001,T7,R6,1,C1,Middle,0.0625,0.6104
8/30/2001,T7,R6,1,C1,Surface,0.117,1.2517
8/30/2001,T7,R6,2,C1,Deep,0.031,0.2669
8/30/2001,T7,R6,2,C1,Middle,0.0511,0.4542
8/30/2001,T7,R6,2,C1,Surface,0.1252,1.5847
8/30/2001,T7,R6,3,C1,Deep,0.022,0.2269
8/30/2001,T7,R6,3,C1,Middle,0.0416,0.3387
8/30/2001,T7,R6,3,C1,Surface,0.1234,1.3143
8/30/2001,T7,R6,4,C1,Deep,0.0279,0.2579
8/30/2001,T7,R6,4,C1,Middle,0.0561,0.5457
8/30/2001,T7,R6,4,C1,Surface,0.1245,1.3874
8/30/2001,T7,R6,5,C1,Deep,0.025,0.2082
8/30/2001,T7,R6,5,C1,Middle,0.059,0.5413
8/30/2001,T7,R6,5,C1,Surface,0.131,1.5005
8/27/2001,T1,R6,3,C1,Deep,0.0309,0.094
8/27/2001,T1,R6,3,C1,Middle,0.0273,0.1194
8/27/2001,T1,R6,3,C1,Surface,0.0995,1.0378
8/27/2001,T1,R6,4,C1,Deep,0.0223,0.0756
8/27/2001,T1,R6,4,C1,Middle,0.0515,0.3003
8/27/2001,T1,R6,4,C1,Surface,0.1242,1.2783
8/27/2001,T1,R6,5,C1,Deep,0.018,0.0713
8/27/2001,T1,R6,5,C1,Middle,0.0278,0.1559
8/27/2001,T1,R6,5,C1,Surface,0.0899,0.8563
8/27/2001,T4,R1,1,C1,Deep,0.0544,0.2283
8/27/2001,T4,R1,1,C1,Middle,0.0843,0.5702
8/27/2001,T4,R1,1,C1,Surface,0.1283,1.0917
8/27/2001,T6,R6,1,C1,Deep,0.0132,0.1302
8/27/2001,T6,R6,1,C1,Middle,0.0439,0.4204
8/27/2001,T6,R6,1,C1,Surface,0.1377,1.4036
8/27/2001,T6,R6,2,C1,Deep,0.0453,0.1104
8/27/2001,T6,R6,2,C1,Middle,0.062,0.3251
8/27/2001,T6,R6,2,C1,Surface,0.1458,1.3366
8/27/2001,T6,R6,3,C1,Deep,0.0355,0.1134
8/27/2001,T6,R6,3,C1,Middle,0.0637,0.3127
8/27/2001,T6,R6,3,C1,Surface,0.1451,1.344
8/27/2001,T6,R6,4,C1,Middle,0.0617,0.2023
8/27/2001,T6,R6,4,C1,Surface,0.1383,1.2957
8/27/2001,T6,R6,5,C1,Deep,0.0049,0.116
8/27/2001,T6,R6,5,C1,Middle,0.0332,0.2499
8/27/2001,T6,R6,5,C1,Surface,0.114,1.1476
8/21/2001,T1,R5,1,C1,Deep,0.0467,0.0916
8/21/2001,T1,R5,1,C1,Middle,0.0772,0.4061
8/21/2001,T1,R5,1,C1,Surface,0.1203,1.0187
8/21/2001,T1,R5,2,C1,Deep,0.0102,0.1736
8/21/2001,T1,R5,2,C1,Middle,0.0629,0.3626
8/21/2001,T1,R5,2,C1,Surface,0.1116,0.9508
8/21/2001,T1,R5,3,C1,Deep,0.0645,0.3509
8/21/2001,T1,R5,3,C1,Middle,0.0425,0.1392
8/21/2001,T1,R5,3,C1,Surface,0.1186,0.9892
8/21/2001,T1,R5,4,C1,Deep,0.0853,0.4486
8/21/2001,T1,R5,4,C1,Middle,0.0495,0.3047
8/21/2001,T1,R5,4,C1,Surface,0.116,0.9368
8/21/2001,T1,R5,5,C1,Deep,0.0292,0.2609
8/21/2001,T1,R5,5,C1,Middle,0.0469,0.353
8/21/2001,T1,R5,5,C1,Surface,0.1083,1.1106
8/21/2001,T5,R5,1,C1,Deep,0.0381,0.2213
8/21/2001,T5,R5,1,C1,Middle,0.048,0.4065
8/21/2001,T5,R5,1,C1,Surface,0.092,1.0611
8/21/2001,T5,R5,2,C1,Deep,0.0301,0.2213
8/21/2001,T5,R5,2,C1,Middle,0.0584,0.3614
8/21/2001,T5,R5,2,C1,Surface,0.1127,1.0767
8/21/2001,T5,R5,3,C1,Deep,0.0375,0.1638
8/21/2001,T5,R5,3,C1,Middle,0.0477,0.2495
8/21/2001,T5,R5,3,C1,Surface,0.0854,0.9515
8/21/2001,T5,R5,4,C1,Deep,0.0361,0.1819
8/21/2001,T5,R5,4,C1,Middle,0.0602,0.4087
8/21/2001,T5,R5,4,C1,Surface,0.1172,1.1458
8/21/2001,T5,R5,5,C1,Deep,0.0313,0.1781
8/21/2001,T5,R5,5,C1,Middle,0.0439,0.2922
8/21/2001,T5,R5,5,C1,Surface,0.1212,1.2399
8/21/2001,T7,R5,4,C1,Deep,0.0173,0.1809
8/21/2001,T7,R5,4,C1,Middle,0.0279,0.3021
8/21/2001,T7,R5,4,C1,Surface,0.1185,1.4694
8/20/2001,T4,R5,1,C1,Deep,0.0331,0.2026
8/20/2001,T4,R5,1,C1,Middle,0.0483,0.3304
8/20/2001,T4,R5,1,C1,Surface,0.1028,0.9819
8/20/2001,T4,R5,2,C1,Deep,0.0324,0.2058
8/20/2001,T4,R5,2,C1,Middle,0.0471,0.339
8/20/2001,T4,R5,2,C1,Surface,0.0961,0.9263
8/20/2001,T4,R5,3,C1,Deep,0.0426,0.2857
8/20/2001,T4,R5,3,C1,Middle,0.0515,0.3752
8/20/2001,T4,R5,3,C1,Surface,0.1037,1.0107
8/20/2001,T4,R5,4,C1,Deep,0.037,0.218
8/20/2001,T4,R5,4,C1,Middle,0.0494,0.3964
8/20/2001,T4,R5,4,C1,Surface,0.1068,1.1161
8/20/2001,T4,R5,5,C1,Deep,0.0258,1.6125
8/20/2001,T4,R5,5,C1,Middle,0.0182,0.3877
8/20/2001,T4,R5,5,C1,Surface,0.0939,1.1337
8/20/2001,T7,R5,1,C1,Deep,0.0377,0.2252
8/20/2001,T7,R5,1,C1,Middle,0.0589,0.4381
8/20/2001,T7,R5,1,C1,Surface,0.1174,1.1783
8/20/2001,T7,R5,2,C1,Deep,0.024,0.1337
8/20/2001,T7,R5,2,C1,Middle,0.0593,0.4335
8/20/2001,T7,R5,2,C1,Surface,0.1288,1.3123
8/20/2001,T7,R5,3,C1,Deep,0.044,0.8725
8/20/2001,T7,R5,3,C1,Middle,0.0716,0.6485
8/20/2001,T7,R5,3,C1,Surface,0.1389,1.4657
8/20/2001,T7,R5,5,C1,Deep,0.0329,0.2817
8/20/2001,T7,R5,5,C1,Middle,0.0457,0.5038
8/20/2001,T7,R5,5,C1,Surface,0.1358,1.6197
8/3/2001,T2,R5,1,C1,Deep,0.0324,0.1385
8/3/2001,T2,R5,1,C1,Middle,0.0898,0.6343
8/3/2001,T2,R5,1,C1,Surface,0.1236,1.1155
8/3/2001,T2,R5,2,C1,Deep,0.0305,2.7477
8/3/2001,T2,R5,2,C1,Middle,0.0615,0.2567
8/3/2001,T2,R5,2,C1,Surface,0.1086,1.106
8/3/2001,T2,R5,3,C1,Deep,0.0484,0.2567
8/3/2001,T2,R5,3,C1,Middle,0.077,0.4338
8/3/2001,T2,R5,3,C1,Surface,0.1428,1.2127
8/3/2001,T2,R5,4,C1,Deep,0.0412,0.0985
8/3/2001,T2,R5,4,C1,Middle,0.0587,0.2677
8/3/2001,T2,R5,4,C1,Surface,0.1202,1.1077
8/3/2001,T2,R5,5,C1,Deep,0.0298,1.877
8/3/2001,T2,R5,5,C1,Middle,0.0557,0.2513
8/3/2001,T2,R5,5,C1,Surface,0.0973,0.7479
8/3/2001,T6,R5,1,C1,Deep,0.0755,0.5475
8/3/2001,T6,R5,1,C1,Middle,0.108,0.699
8/3/2001,T6,R5,1,C1,Surface,0.1621,1.3485
8/3/2001,T6,R5,2,C1,Deep,0.0644,0.3256
8/3/2001,T6,R5,2,C1,Middle,0.0906,0.4834
8/3/2001,T6,R5,2,C1,Surface,0.1132,1.1467
8/3/2001,T6,R5,3,C1,Deep,0.069,0.2636
8/3/2001,T6,R5,3,C1,Middle,0.0768,0.4194
8/3/2001,T6,R5,3,C1,Surface,0.14,1.2129
8/3/2001,T6,R5,4,C1,Deep,0.0674,0.3153
8/3/2001,T6,R5,4,C1,Middle,0.0823,0.4697
8/3/2001,T6,R5,4,C1,Surface,0.1689,1.3868
8/3/2001,T6,R5,5,C1,Deep,0.0701,0.3592
8/3/2001,T6,R5,5,C1,Middle,0.0827,0.5304
8/3/2001,T6,R5,5,C1,Surface,0.1534,1.3238
8/1/2001,T3,R5,1,C1,Deep,0.0188,0.1757
8/1/2001,T3,R5,1,C1,Middle,0.0273,0.417
8/1/2001,T3,R5,1,C1,Surface,0.0988,1.3175
8/1/2001,T3,R5,2,C1,Deep,0.0072,0.2583
8/1/2001,T3,R5,2,C1,Middle,0.0381,0.3374
8/1/2001,T3,R5,2,C1,Surface,0.1119,1.144
8/1/2001,T3,R5,3,C1,Deep,0.0247,0.2375
8/1/2001,T3,R5,3,C1,Middle,0.0479,0.4034
8/1/2001,T3,R5,3,C1,Surface,0.0788,1.0189
8/1/2001,T3,R5,4,C1,Deep,0.0363,0.3148
8/1/2001,T3,R5,4,C1,Middle,0.0555,0.5104
8/1/2001,T3,R5,4,C1,Surface,0.1329,1.3485
8/1/2001,T3,R5,5,C1,Deep,0.0094,0.1448
8/1/2001,T3,R5,5,C1,Middle,0.0337,0.3416
8/1/2001,T3,R5,5,C1,Surface,0.0768,0.7843
7/31/2001,T5,R4,1,C1,Deep,0.0584,0.2409
7/31/2001,T5,R4,1,C1,Middle,0.0786,0.4896
7/31/2001,T5,R4,1,C1,Surface,0.1497,1.5904
7/31/2001,T5,R4,2,C1,Deep,0.0404,0.1961
7/31/2001,T5,R4,2,C1,Middle,0.0961,0.7915
7/31/2001,T5,R4,2,C1,Surface,0.1493,1.4042
7/31/2001,T5,R4,3,C1,Deep,0.0454,0.2229
7/31/2001,T5,R4,3,C1,Middle,0.0908,0.7125
7/31/2001,T5,R4,3,C1,Surface,0.1281,1.2625
7/31/2001,T5,R4,4,C1,Deep,0.0454,0.2134
7/31/2001,T5,R4,4,C1,Middle,0.1004,0.7195
7/31/2001,T5,R4,4,C1,Surface,0.114,1.2098
7/31/2001,T5,R4,5,C1,Deep,0.0352,0.3035
7/31/2001,T5,R4,5,C1,Middle,0.0425,0.3549
7/31/2001,T5,R4,5,C1,Surface,0.1221,1.1945
7/31/2001,T7,R4,1,C1,Deep,0.0265,0.3347
7/31/2001,T7,R4,1,C1,Middle,0.0625,0.6104
7/31/2001,T7,R4,1,C1,Surface,0.117,1.2517
7/31/2001,T7,R4,2,C1,Deep,0.031,0.2669
7/31/2001,T7,R4,2,C1,Middle,0.0511,0.4542
7/31/2001,T7,R4,2,C1,Surface,0.1252,1.5847
7/31/2001,T7,R4,3,C1,Deep,0.022,0.2269
7/31/2001,T7,R4,3,C1,Middle,0.0416,0.3387
7/31/2001,T7,R4,3,C1,Surface,0.1234,1.3143
7/31/2001,T7,R4,4,C1,Deep,0.0279,0.2579
7/31/2001,T7,R4,4,C1,Middle,0.0561,0.5457
7/31/2001,T7,R4,4,C1,Surface,0.1245,1.3874
7/31/2001,T7,R4,5,C1,Deep,0.025,0.2082
7/31/2001,T7,R4,5,C1,Middle,0.059,0.5413
7/31/2001,T7,R4,5,C1,Surface,0.131,1.5005
7/30/2001,T4,R4,1,C1,Deep,0.0233,0.2391
7/30/2001,T4,R4,1,C1,Middle,0.0465,0.5655
7/30/2001,T4,R4,1,C1,Surface,0.0964,1.1502
7/30/2001,T4,R4,2,C1,Deep,0.0413,0.1973
7/30/2001,T4,R4,2,C1,Middle,0.0353,0.4799
7/30/2001,T4,R4,2,C1,Surface,0.0792,1.1469
7/30/2001,T4,R4,3,C1,Deep,0.0126,0.2283
7/30/2001,T4,R4,3,C1,Middle,0.0284,0.3996
7/30/2001,T4,R4,3,C1,Surface,0.0878,1.1157
7/30/2001,T4,R4,4,C1,Deep,0.0061,0.2469
7/30/2001,T4,R4,4,C1,Middle,0.0424,0.5555
7/30/2001,T4,R4,4,C1,Surface,0.1091,1.3214
7/30/2001,T4,R4,5,C1,Deep,0.0324,0.419
7/30/2001,T4,R4,5,C1,Middle,0.0596,0.7456
7/30/2001,T4,R4,5,C1,Surface,0.1445,1.6485
7/30/2001,T6,R4,1,C1,Deep,0.038,2.7077
7/30/2001,T6,R4,1,C1,Middle,0.0702,0.509
7/30/2001,T6,R4,1,C1,Surface,0.1208,1.1085
7/30/2001,T6,R4,2,C1,Deep,0.0356,1.07
7/30/2001,T6,R4,2,C1,Middle,0.0547,0.3855
7/30/2001,T6,R4,2,C1,Surface,0.1224,1.1775
7/30/2001,T6,R4,3,C1,Deep,0.0291,0.2173
7/30/2001,T6,R4,3,C1,Middle,0.0622,0.4789
7/30/2001,T6,R4,3,C1,Surface,0.1391,1.3365
7/30/2001,T6,R4,4,C1,Deep,0.037,0.1121
7/30/2001,T6,R4,4,C1,Middle,0.0783,0.5274
7/30/2001,T6,R4,4,C1,Surface,0.1434,1.3379
7/30/2001,T6,R4,5,C1,Deep,0.0534,0.5318
7/30/2001,T6,R4,5,C1,Middle,0.0563,0.5105
7/30/2001,T6,R4,5,C1,Surface,0.111,1.1417
7/24/2001,T1,R6,1,C1,Deep,0.0197,0.0573
7/24/2001,T1,R6,1,C1,Middle,0.0277,0.1956
7/24/2001,T1,R6,1,C1,Surface,0.1091,1.1946
7/24/2001,T1,R6,2,C1,Deep,0.0161,0.1038
7/24/2001,T1,R6,2,C1,Middle,0.0287,0.1695
7/24/2001,T1,R6,2,C1,Surface,0.1099,1.0764
7/24/2001,T2,R4,1,C1,Deep,0.0272,0.1152
7/24/2001,T2,R4,1,C1,Middle,0.0587,0.4332
7/24/2001,T2,R4,1,C1,Surface,0.1388,1.2498
7/24/2001,T2,R4,2,C1,Deep,0.0591,0.2252
7/24/2001,T2,R4,2,C1,Middle,0.073,0.3113
7/24/2001,T2,R4,2,C1,Surface,0.1139,0.9175
7/24/2001,T2,R4,3,C1,Deep,0.0473,0.1097
7/24/2001,T2,R4,3,C1,Middle,0.0776,0.3584
7/24/2001,T2,R4,3,C1,Surface,0.1274,1.0159
7/24/2001,T2,R4,4,C1,Deep,0.046,0.2824
7/24/2001,T2,R4,4,C1,Middle,0.0791,0.6275
7/24/2001,T2,R4,4,C1,Surface,0.1425,1.4
7/24/2001,T2,R4,5,C1,Deep,0.0398,0.318
7/24/2001,T2,R4,5,C1,Middle,0.0658,0.5979
7/24/2001,T2,R4,5,C1,Surface,0.1148,1.214
7/24/2001,T3,R4,1,C1,Deep,0.0738,0.4014
7/24/2001,T3,R4,1,C1,Middle,0.038,0.093
7/24/2001,T3,R4,1,C1,Surface,0.1253,1.2184
7/24/2001,T3,R4,2,C1,Deep,0.0568,0.2736
7/24/2001,T3,R4,2,C1,Middle,0.0807,0.3971
7/24/2001,T3,R4,2,C1,Surface,0.1347,1.1126
7/24/2001,T3,R4,3,C1,Deep,0.0587,0.1675
7/24/2001,T3,R4,3,C1,Middle,0.0798,0.4561
7/24/2001,T3,R4,3,C1,Surface,0.1176,1.1573
7/24/2001,T3,R4,4,C1,Deep,0,0
7/24/2001,T3,R4,4,C1,Middle,0.0797,0.4294
7/24/2001,T3,R4,4,C1,Surface,0.1375,1.1654
7/24/2001,T3,R4,5,C1,Deep,0.0521,0.185
7/24/2001,T3,R4,5,C1,Middle,0.0811,0.4244
7/24/2001,T3,R4,5,C1,Surface,0.1309,1.1078
7/24/2001,T6,R3,4,C1,Deep,0.0659,0.2044
7/24/2001,T6,R3,4,C1,Middle,0.0835,0.4565
7/24/2001,T6,R3,4,C1,Surface,0.1338,1.2367
7/24/2001,T6,R3,5,C1,Deep,0.0426,0.1726
7/24/2001,T6,R3,5,C1,Middle,0.0716,0.4331
7/24/2001,T6,R3,5,C1,Surface,0.1202,1.0519
7/19/2001,T1,R4,1,C1,Deep,0.0253,0.2055
7/19/2001,T1,R4,1,C1,Middle,0.056,0.4403
7/19/2001,T1,R4,1,C1,Surface,0.0947,0.9622
7/19/2001,T1,R4,2,C1,Deep,0.0084,0.1074
7/19/2001,T1,R4,2,C1,Middle,0.0332,0.3229
7/19/2001,T1,R4,2,C1,Surface,0.089,0.9761
7/19/2001,T1,R4,3,C1,Deep,0.0233,0.2706
7/19/2001,T1,R4,3,C1,Middle,0.0377,0.3124
7/19/2001,T1,R4,3,C1,Surface,0.0763,0.8322
7/19/2001,T1,R4,4,C1,Deep,0.0124,0.161
7/19/2001,T1,R4,4,C1,Middle,0.0501,0.3796
7/19/2001,T1,R4,4,C1,Surface,0.1065,1.1071
7/19/2001,T1,R4,5,C1,Deep,0.0291,0.1769
7/19/2001,T1,R4,5,C1,Middle,0.0523,0.3691
7/19/2001,T1,R4,5,C1,Surface,0.102,1.0836
7/17/2001,T5,R3,1,C1,Deep,0.0386,0.1354
7/17/2001,T5,R3,1,C1,Middle,0.0634,0.4033
7/17/2001,T5,R3,1,C1,Surface,0.1069,1.005
7/17/2001,T5,R3,2,C1,Deep,0.0131,0.0955
7/17/2001,T5,R3,2,C1,Middle,0.0802,0.9005
7/17/2001,T5,R3,2,C1,Surface,0.1294,1.4145
7/17/2001,T5,R3,3,C1,Deep,0.048,0.1511
7/17/2001,T5,R3,3,C1,Middle,0.0634,0.6246
7/17/2001,T5,R3,3,C1,Surface,0.0967,1.0411
7/17/2001,T5,R3,4,C1,Deep,0.0351,0.0984
7/17/2001,T5,R3,4,C1,Middle,0.1021,0.804
7/17/2001,T5,R3,4,C1,Surface,0.1524,1.5152
7/17/2001,T5,R3,5,C1,Deep,0.0438,0.1423
