# Soil Bulk Density by Depth - Deep Cores,,,,,,,,,,,
2001,T4,R3,S4,2,Deep,37,1046.15,1.75,1.91,169.82,
2001,T4,R3,S5,1,Surface,14,395.84,1.26,1.31,18.85,fungal growth 
2001,T4,R3,S5,1,Middle,45,1272.35,1.61,1.7,108.74,
2001,T4,R3,S5,1,Deep,41,1159.25,1.49,1.78,339.39,
2001,T4,R3,S5,2,Surface,17,480.66,1.37,1.42,21.14,fungal growth 
2001,T4,R3,S5,2,Middle,53,1498.54,1.61,1.69,122.14,
2001,T4,R3,S5,2,Deep,30,848.23,1.28,1.69,347.48,
2001,T4,R4,S1,1,Surface,10,282.74,1.61,1.65,12.14,
2001,T4,R4,S1,1,Middle,44,1244.07,1.6,1.67,87.27,
2001,T4,R4,S1,1,Deep,46,1300.62,1.37,1.77,519.18,
2001,T4,R4,S1,2,Surface,17,480.66,1.47,1.53,29.41,fungi
2001,T4,R4,S1,2,Middle,51,1441.99,1.64,1.77,181.7,
2001,T4,R4,S1,2,Deep,32,904.78,1.51,1.78,245.67,
2001,T4,R4,S2,1,Surface,20,565.49,1.63,1.68,26.49,fungi
2001,T4,R4,S2,1,Middle,33,933.05,1.45,1.67,204.01,
2001,T4,R4,S2,1,Deep,47,1328.89,1.56,1.82,338.92,
2001,T4,R4,S2,2,Surface,15,424.12,1.54,1.58,16.36,fungi
2001,T4,R4,S2,2,Middle,33,933.05,1.42,1.69,250.91,
2001,T4,R4,S2,2,Deep,52,1470.27,1.45,1.77,470.09,
2001,T4,R4,S3,1,Surface,10,282.74,1.58,1.63,15.56,
2001,T4,R4,S3,1,Middle,57,1611.64,1.71,1.79,120.75,
2001,T4,R4,S3,1,Deep,33,933.05,1.43,1.79,336.49,
2001,T4,R4,S3,2,Surface,15,424.12,1.54,1.57,13.46,changed the depth  from 10 cm to 15 cm/ fungi
2001,T4,R4,S3,2,Middle,47,1328.89,1.58,1.7,170.22,charcoal
2001,T4,R4,S3,2,Deep,38,1074.42,1.46,1.76,324.12,charcoal
2001,T4,R4,S4,1,Surface,9,254.47,1.41,1.43,6.05,fungi
2001,T4,R4,S4,1,Middle,49,1385.44,1.63,1.72,135.01,
2001,T4,R4,S4,1,Deep,42,1187.52,1.71,1.84,157.8,
2001,T4,R4,S4,2,Surface,12,339.29,1.52,1.55,11.75,
2001,T4,R4,S4,2,Middle,41,819.96,1.67,1.78,93.2,
2001,T4,R4,S4,2,Deep,47,1328.89,1.62,1.79,231.71,
2001,T4,R4,S5,1,Surface,14,395.84,1.29,1.3,1.84,
2001,T4,R4,S5,1,Middle,56,1583.36,1.55,1.61,98.75,
2001,T4,R4,S5,1,Deep,30,848.23,1.74,1.92,149.11,
2001,T4,R4,S5,2,Surface,10,282.74,1.28,1.28,0.66,
2001,T4,R4,S5,2,Middle,64,1809.56,1.47,1.52,82.12,
2001,T4,R4,S5,2,Deep,26,339.29,1.67,1.81,45.14,
2001,T4,R5,S1,1,Surface,22,622.04,1.69,1.84,93.26,
2001,T4,R5,S1,1,Middle,15,424.12,1.75,1.85,42.84,
2001,T4,R5,S1,1,Deep,63,1441.99,1.45,1.83,549.42,
2001,T4,R5,S1,2,Surface,26,735.13,1.55,1.64,61.63,
2001,T4,R5,S1,2,Middle,19,537.21,1.61,1.67,31.68,
2001,T4,R5,S1,2,Deep,55,1555.09,1.41,1.73,501.56,
2001,T4,R5,S2,1,Surface,21,593.76,1.66,1.73,43.43,
2001,T4,R5,S2,1,Middle,25,706.86,1.53,1.59,39.43,
2001,T4,R5,S2,1,Deep,54,1526.81,1.55,1.8,383.86,
2001,T4,R5,S2,2,Surface,20,565.49,1.57,1.6,14.67,
2001,T4,R5,S2,2,Middle,22,622.04,1.68,1.71,14.15,
2001,T4,R5,S2,2,Deep,58,1639.91,1.64,1.83,313.43,
2001,T4,R5,S3,1,Surface,24,678.58,1.66,1.68,18.98,
2001,T4,R5,S3,1,Middle,22,622.04,1.65,1.66,9.34,
2001,T4,R5,S3,1,Deep,54,1526.81,1.37,1.61,364.2,
2001,T4,R5,S3,2,Surface,22,622.04,1.56,1.61,26.18,
2001,T4,R5,S3,2,Middle,29,819.96,1.61,1.65,29.72,
2001,T4,R5,S3,2,Deep,49,1385.44,1.52,1.78,366.13,
2001,T4,R5,S4,1,Surface,22,622.04,1.47,1.48,10.95,
2001,T4,R5,S4,1,Middle,40,1130.97,1.63,1.65,22.07,
2001,T4,R5,S4,1,Deep,38,1074.42,1.52,1.78,274.11,
2001,T4,R5,S4,2,Surface,25,706.86,1.51,1.54,23.38,
2001,T4,R5,S4,2,Middle,46,989.6,1.58,1.75,171.57,
2001,T4,R5,S4,2,Deep,29,819.96,1.51,1.78,224.15,
2001,T4,R5,S5,1,Surface,24,678.58,1.54,1.6,46.04,
2001,T4,R5,S5,1,Middle,28,791.68,1.58,1.65,49.89,
2001,T4,R5,S5,1,Deep,48,1357.17,1.62,1.75,183.89,
2001,T4,R5,S5,2,Surface,23,650.31,1.55,1.6,31.29,
2001,T4,R5,S5,2,Middle,36,1017.88,1.64,1.71,75.09,
2001,T4,R5,S5,2,Deep,41,1159.25,1.53,1.77,271.77,
2001,T4,R6,S1,1,Surface,24,678.58,1.65,1.71,39.64,fungal growth
2001,T4,R6,S1,1,Middle,28,791.68,1.78,1.82,37.72,
2001,T4,R6,S1,1,Deep,48,1357.17,1.74,1.82,101.83,
2001,T4,R6,S1,2,Surface,15,424.12,1.55,1.61,25.54,extensive growth
2001,T4,R6,S1,2,Middle,28,791.68,1.77,1.81,32.41,
2001,T4,R6,S1,2,Deep,57,1611.64,1.67,1.73,103.64,
2001,T4,R6,S2,1,Surface,22,622.04,1.66,1.72,35.3,growth/ the entire core
2001,T4,R6,S2,1,Middle,34,961.33,1.72,1.75,31.77,
2001,T4,R6,S2,1,Deep,44,1244.07,1.69,1.87,219.88,
2001,T4,R6,S2,2,Surface,24,678.58,1.62,1.68,42.3,
2001,T4,R6,S2,2,Middle,31,593.76,1.63,1.8,100.11,very hard to sieve
2001,T4,R6,S2,2,Deep,45,1272.35,1.63,1.75,154.12,
2001,T4,R6,S3,1,Surface,20,565.49,1.61,1.65,23.12,green growth
2001,T4,R6,S3,1,Middle,24,678.58,1.86,1.95,56.85,
2001,T4,R6,S3,1,Deep,56,1583.36,1.77,1.85,123.17,
2001,T4,R6,S3,2,Surface,21,593.76,1.8,1.87,39.06,
2001,T4,R6,S3,2,Middle,24,678.58,1.94,2,42.72,"little clay compared to other cores in this rep,trt"
2001,T4,R6,S3,2,Deep,55,1555.09,1.83,1.84,16.56,
2001,T4,R6,S4,1,Surface,24,678.58,1.64,1.72,52.36,
2001,T4,R6,S4,1,Middle,36,1017.88,1.87,1.92,43.09,
2001,T4,R6,S4,1,Deep,40,1130.97,1.78,1.83,55.65,
2001,T4,R6,S4,2,Surface,21,593.76,1.69,1.77,49.17,
2001,T4,R6,S4,2,Middle,35,989.6,1.9,1.97,65.69,
2001,T4,R6,S4,2,Deep,44,1244.07,1.76,1.81,67.08,
2001,T4,R6,S5,1,Surface,23,650.31,1.83,1.86,24.04,fungal growth
2001,T4,R6,S5,1,Middle,38,1074.42,1.87,1.87,1.51,* low gravel content
2001,T4,R6,S5,1,Deep,39,1102.7,1.69,1.74,57.76,
2001,T4,R6,S5,2,Surface,22,622.04,1.8,1.83,22.24,fungal growth
2001,T4,R6,S5,2,Middle,43,1215.8,1.96,1.98,28.6,
2001,T4,R6,S5,2,Deep,35,989.6,1.76,1.85,82.84,
2001,T5,R1,S1,1,Surface,28,791.68,1.41,1.51,81.55,
2001,T5,R1,S1,1,Middle,41,1159.25,1.69,1.85,184.58,
2001,T5,R1,S1,1,Deep,31,876.5,1.65,1.79,121.66,
2001,T5,R1,S1,2,Surface,28,791.68,1.37,1.47,77.5,
2001,T5,R1,S1,2,Middle,51,1441.99,1.76,1.9,199.03,
2001,T5,R1,S1,2,Deep,21,593.76,1.58,1.89,189.05,
2001,T5,R1,S2,1,Surface,23,650.31,1.4,1.55,101.5,large root mass
2001,T5,R1,S2,1,Middle,36,735.13,1.78,1.94,116,
2001,T5,R1,S2,1,Deep,41,876.5,1.7,1.9,173.07,
2001,T5,R1,S2,2,Surface,26,735.13,1.47,1.59,81.91,large root mass
2001,T5,R1,S2,2,Middle,37,1046.15,1.74,1.89,159.53,
2001,T5,R1,S2,2,Deep,37,1046.15,1.61,1.8,192.12,
2001,T5,R1,S3,1,Surface,27,763.41,1.49,1.57,65.14,
2001,T5,R1,S3,1,Middle,26,735.13,1.9,1.97,49.63,
2001,T5,R1,S3,1,Deep,47,1328.89,1.61,1.67,83.43,
2001,T5,R1,S3,2,Surface,35,989.6,1.48,1.57,92.72,
2001,T5,R1,S3,2,Middle,20,565.49,1.83,2.06,129.96,
2001,T5,R1,S3,2,Deep,43,1215.8,1.61,1.86,305.19,compressed
2001,T5,R1,S4,1,Surface,27,763.41,1.57,1.64,53.39,
2001,T5,R1,S4,1,Middle,40,1130.97,1.77,1.81,48.84,
2001,T5,R1,S4,1,Deep,33,933.05,1.75,1.99,222.82,
2001,T5,R1,S4,2,Surface,25,706.86,1.63,1.68,37.13,
2001,T5,R1,S4,2,Middle,34,961.33,1.75,1.86,97.17,
2001,T5,R1,S4,2,Deep,41,1159.25,1.77,1.91,169.31,
2001,T5,R1,S5,1,Surface,33,933.05,1.63,1.73,84.74,
2001,T5,R1,S5,1,Middle,45,1272.35,1.63,1.72,112.43,
2001,T5,R1,S5,1,Deep,22,622.04,1.84,2.03,114.94,
2001,T5,R1,S5,2,Surface,30,848.23,1.45,1.61,135.46,
2001,T5,R1,S5,2,Middle,36,1017.88,1.88,1.97,100.09,
2001,T5,R1,S5,2,Deep,26,735.13,1.8,2.07,192.72,compressed/gap between 66 & 70
2001,T5,R2,S1,1,Surface,26,735.13,1.52,1.6,59.8,
2001,T5,R2,S1,1,Middle,26,735.13,1.59,1.76,120.83,
2001,T5,R2,S1,1,Deep,48,1357.17,1.66,1.85,245.57,
2001,T5,R2,S1,2,Surface,14,395.84,1.16,1.29,48.29,room mass 2cm
2001,T5,R2,S1,2,Middle,32,904.78,1.58,1.61,31.02,
2001,T5,R2,S1,2,Deep,54,1187.52,1.59,1.79,240.78,
2001,T5,R2,S2,1,Surface,22,622.04,1.52,1.58,33.07,
2001,T5,R2,S2,1,Middle,26,735.13,1.64,1.7,44.24,
2001,T5,R2,S2,1,Deep,52,1470.27,1.64,1.83,278.29,
2001,T5,R2,S2,2,Surface,25,706.86,1.36,1.44,57.81,
2001,T5,R2,S2,2,Middle,26,311.02,1.78,1.79,2.89,
2001,T5,R2,S2,2,Deep,49,1385.44,1.7,1.92,304.04,
2001,T5,R2,S3,1,Surface,27,763.41,1.47,1.53,50.34,
2001,T5,R2,S3,1,Middle,43,1215.8,1.68,1.77,101.05,
2001,T5,R2,S3,1,Deep,30,848.23,1.72,2,243.48,
2001,T5,R2,S3,2,Surface,41,1159.25,1.52,1.66,162.63,
2001,T5,R2,S3,2,Middle,29,819.96,1.64,1.76,97.68,
2001,T5,R2,S3,2,Deep,30,848.23,1.65,1.97,268.89,
2001,T5,R2,S4,1,Surface,23,650.31,1.35,1.68,216.73,root mass
2001,T5,R2,S4,1,Middle,27,763.41,1.52,1.69,128.88,
2001,T5,R2,S4,1,Deep,50,1413.72,1.58,1.8,309.61,
2001,T5,R2,S4,2,Surface,24,678.58,1.59,1.75,107.88,root mass
2001,T5,R2,S4,2,Middle,31,876.5,1.67,1.81,124.3,
2001,T5,R2,S4,2,Deep,45,1272.35,1.52,1.77,315.82,
2001,T5,R2,S5,1,Surface,33,933.05,1.41,1.78,340.27,root mass
2001,T5,R2,S5,1,Middle,18,508.94,1.83,1.84,2.02,
2001,T5,R2,S5,1,Deep,49,1385.44,1.81,1.87,82.26,
2001,T5,R2,S5,2,Surface,29,819.96,1.29,1.72,348.29,"roots,charcoal"
2001,T5,R2,S5,2,Middle,28,791.68,1.48,1.87,306.64,
2001,T5,R2,S5,2,Deep,43,1215.8,1.84,1.89,62.84,
2001,T5,R3,S1,1,Surface,11,311.02,1.32,1.46,44.46,
2001,T5,R3,S1,1,Middle,33,933.05,1.69,1.82,115.1,
2001,T5,R3,S1,1,Deep,56,1583.36,1.81,1.88,117.1,
2001,T5,R3,S1,2,Surface,9,254.47,1.09,1.33,61.3,fungi
2001,T5,R3,S1,2,Middle,31,876.5,1.69,1.76,62.79,
2001,T5,R3,S1,2,Deep,60,1696.46,1.74,1.82,125.4,
2001,T5,R3,S2,1,Surface,10,282.74,1.37,1.63,71.89,fungi/ root mass
2001,T5,R3,S2,1,Middle,31,876.5,1.36,1.71,299.19,
2001,T5,R3,S2,1,Deep,59,1668.19,1.8,1.85,73.95,
2001,T5,R3,S2,2,Surface,9,254.47,1.06,1.48,106.99,root mass/ decaying OM
2001,T5,R3,S2,2,Middle,50,1413.72,1.51,1.75,338.63,
2001,T5,R3,S2,2,Deep,41,1159.25,1.87,1.87,11.02,
2001,T5,R3,S3,1,Surface,12,339.29,1.37,1.57,67.81,root mass approx 2 cm
2001,T5,R3,S3,1,Middle,16,452.39,1.28,1.45,75.47,
2001,T5,R3,S3,1,Deep,72,2035.75,1.73,1.87,277.93,
2001,T5,R3,S3,2,Surface,11,311.02,1.33,1.51,54.61,
2001,T5,R3,S3,2,Middle,19,537.21,1.65,1.8,82.25,
2001,T5,R3,S3,2,Deep,70,1979.2,1.74,1.81,149.13,
2001,T5,R3,S4,1,Surface,12,339.29,1.45,1.62,58.53,
2001,T5,R3,S4,1,Middle,17,480.66,1.67,1.83,75.27,
2001,T5,R3,S4,1,Deep,71,2007.48,1.69,1.8,219.69,
2001,T5,R3,S4,2,Surface,11,311.02,1.47,1.59,37.77,
2001,T5,R3,S4,2,Middle,22,622.04,1.46,1.67,131.67,
2001,T5,R3,S4,2,Deep,67,1894.38,1.73,1.84,206.77,
2001,T5,R3,S5,1,Surface,16,226.19,1.08,1.35,59.67,3 cm (depth)root  mass from 8 cm B..D
2001,T5,R3,S5,1,Middle,43,452.39,1.65,1.75,44.55,
2001,T5,R3,S5,1,Deep,41,1159.25,1.76,1.88,138.83,
2001,T5,R3,S5,2,Surface,15,424.12,1.15,1.29,57.48,large root mass
2001,T5,R3,S5,2,Middle,40,1130.97,1.46,1.68,258.44,
2001,T5,R3,S5,2,Deep,45,1272.35,1.75,1.82,89.97,
2001,T5,R4,S1,1,Surface,19,537.21,1.41,1.54,72.92,a lot of roots (1.5 cm)and OM/some stems passed thru screen
2001,T5,R4,S1,1,Middle,34,961.33,1.59,1.77,170.8,
2001,T5,R4,S1,1,Deep,47,1328.89,1.58,1.71,171.5,
2001,T5,R4,S1,2,Surface,24,678.58,1.55,1.63,55.62,a lot of roots(1 cm) and OM/some stems passed thru screen
2001,T5,R4,S1,2,Middle,19,537.21,1.68,1.79,59.84,
2001,T5,R4,S1,2,Deep,57,1611.64,1.63,1.82,298.74,
2001,T5,R4,S2,1,Surface,18,508.94,1.52,1.69,87.82,a lot of roots (roots + soil = approx 2.5 cm) and OM/some stems passed thru screen
2001,T5,R4,S2,1,Middle,15,424.12,1.72,1.87,66.77,
2001,T5,R4,S2,1,Deep,67,1894.38,1.5,1.79,553.52,
2001,T5,R4,S2,2,Surface,12,339.29,1.48,1.67,66.41,root mass approx 2 cm
2001,T5,R4,S2,2,Middle,18,508.94,1.64,1.8,83.2,
2001,T5,R4,S2,2,Deep,70,1979.2,1.47,1.76,567.68,
2001,T5,R4,S3,1,Surface,11,311.02,1.45,1.55,33.37,root mass approx 1cm
2001,T5,R4,S3,1,Middle,33,650.31,1.56,1.78,142.82,
2001,T5,R4,S3,1,Deep,56,1583.36,1.54,1.78,377.98,
2001,T5,R4,S3,2,Surface,18,508.94,1.4,1.54,70.41,root mass approx 2 cm
2001,T5,R4,S3,2,Middle,30,848.23,1.58,1.71,105.8,
2001,T5,R4,S3,2,Deep,52,1470.27,1.62,1.83,308.08,
2001,T5,R4,S4,1,Surface,9,254.47,1.88,2.08,52.52,
2001,T5,R4,S4,1,Middle,30,848.23,1.63,1.72,72.25,
2001,T5,R4,S4,1,Deep,61,1724.73,1.49,1.79,521.19,
2001,T5,R4,S4,2,Surface,10,282.74,1.46,1.66,54.14,
2001,T5,R4,S4,2,Middle,33,933.05,1.61,1.74,116.63,
2001,T5,R4,S4,2,Deep,57,1611.64,1.48,1.73,400.12,
2001,T5,R4,S5,1,Surface,22,622.04,1.41,1.51,62.38,root mass approx 2 cm
2001,T5,R4,S5,1,Middle,25,706.86,1.68,1.71,17.88,
2001,T5,R4,S5,1,Deep,53,1498.54,1.4,1.74,508.91,
2001,T5,R4,S5,2,Surface,23,650.31,1.29,1.4,71.76,root mass approx 3 cm
2001,T5,R4,S5,2,Middle,34,961.33,1.71,1.77,54.9,
2001,T5,R4,S5,2,Deep,43,1215.8,1.51,1.73,262.5,
2001,T5,R5,S1,1,Surface,21,593.76,1.6,1.67,41.61,
2001,T5,R5,S1,1,Middle,43,1215.8,1.69,1.75,69.15,
2001,T5,R5,S1,1,Deep,36,1017.88,1.55,1.8,256.32,
2001,T5,R5,S1,2,Surface,22,622.04,1.73,1.77,29.75,
2001,T5,R5,S1,2,Middle,51,1441.99,1.74,1.77,37.28,
2001,T5,R5,S1,2,Deep,27,763.41,1.59,1.93,265.26,
2001,T5,R5,S2,1,Surface,21,593.76,1.57,1.63,35.21,
2001,T5,R5,S2,1,Middle,29,819.96,1.74,1.78,28.53,
2001,T5,R5,S2,1,Deep,50,1413.72,1.51,1.67,229.08,
2001,T5,R5,S2,2,Surface,20,565.49,1.47,1.54,40.52,
2001,T5,R5,S2,2,Middle,30,848.23,1.57,1.74,150.38,
2001,T5,R5,S2,2,Deep,50,1413.72,1.6,1.81,294.45,
2001,T5,R5,S3,1,Surface,20,565.49,1.66,1.8,82.54,
2001,T5,R5,S3,1,Middle,54,1526.81,1.76,1.89,198.7,
2001,T5,R5,S3,1,Deep,26,735.13,1.79,1.88,62.76,
2001,T5,R5,S3,2,Surface,20,565.49,1.75,1.83,42.95,
2001,T5,R5,S3,2,Middle,14,395.84,1.96,2.03,25.63,
2001,T5,R5,S3,2,Deep,62,1753.01,1.69,1.8,196.16,
2001,T5,R5,S4,1,Surface,21,593.76,1.61,1.69,50.09,
2001,T5,R5,S4,1,Middle,40,1130.97,1.69,1.78,92.69,
2001,T5,R5,S4,1,Deep,39,1102.7,1.73,1.85,132.78,
2001,T5,R5,S4,2,Surface,20,565.49,1.58,1.66,42.73,
2001,T5,R5,S4,2,Middle,38,1074.42,1.76,1.78,29.12,
2001,T5,R5,S4,2,Deep,42,1187.52,1.73,1.85,145.26,
2001,T5,R5,S5,1,Surface,27,763.41,1.54,1.64,76.92,
2001,T5,R5,S5,1,Middle,37,1046.15,1.64,1.77,135.92,
2001,T5,R5,S5,1,Deep,36,1017.88,1.56,1.73,181.78,
2001,T5,R5,S5,2,Surface,31,876.5,1.56,1.62,50.75,
2001,T5,R5,S5,2,Middle,44,1244.07,1.65,1.76,146.21,
2001,T5,R5,S5,2,Deep,25,706.86,1.36,1.81,315.47,
2001,T5,R6,S1,1,Surface,24,452.39,1.28,1.4,55.17,root mass 3cm included in BD
2001,T5,R6,S1,1,Middle,23,650.31,1.78,1.82,26.6,charcoal
2001,T5,R6,S1,1,Deep,53,1498.54,1.74,1.81,106.43,
2001,T5,R6,S1,2,Surface,23,650.31,1.36,1.53,107.98,
2001,T5,R6,S1,2,Middle,26,735.13,1.64,1.81,126.61,
2001,T5,R6,S1,2,Deep,51,1441.99,1.6,1.63,50.41,charcoal
2001,T5,R6,S2,1,Surface,34,961.33,1.34,1.39,53.56,
2001,T5,R6,S2,1,Middle,12,339.29,1.63,1.75,40.51,
2001,T5,R6,S2,1,Deep,54,1272.35,1.83,1.89,81.71,
2001,T5,R6,S2,2,Surface,33,933.05,1.39,1.42,28.61,compressed to 96 cm
2001,T5,R6,S2,2,Middle,18,508.94,1.43,1.81,189.26,
2001,T5,R6,S2,2,Deep,49,1272.35,1.62,1.72,125.51,
2001,T5,R6,S3,1,Surface,22,622.04,1.47,1.52,32.16,
2001,T5,R6,S3,1,Middle,27,763.41,1.73,1.84,81.42,
2001,T5,R6,S3,1,Deep,51,848.23,1.73,1.91,154.2,
2001,T5,R6,S3,2,Surface,16,452.39,1.55,1.6,19.56,
2001,T5,R6,S3,2,Middle,25,706.86,1.7,1.76,41.98,
2001,T5,R6,S3,2,Deep,59,1272.35,1.72,1.86,179.03,
2001,T5,R6,S4,1,Surface,21,593.76,1.52,1.61,52.82,root mass
2001,T5,R6,S4,1,Middle,32,904.78,1.75,1.79,35.81,
2001,T5,R6,S4,1,Deep,47,1328.89,1.71,1.73,18.94,
2001,T5,R6,S4,2,Surface,23,650.31,1.4,1.45,28.89,root mass
2001,T5,R6,S4,2,Middle,27,763.41,1.81,1.84,22.87,
2001,T5,R6,S4,2,Deep,50,1413.72,1.63,1.8,240.9,
2001,T5,R6,S5,1,Surface,24,678.58,1.37,1.41,25.92,root mass
2001,T5,R6,S5,1,Middle,48,1357.17,1.74,1.8,70.08,
2001,T5,R6,S5,1,Deep,28,791.68,1.77,1.93,122.63,
2001,T5,R6,S5,2,Surface,22,622.04,1.43,1.49,35.67,root mass
2001,T5,R6,S5,2,Middle,16,452.39,1.58,1.7,54.79,
2001,T5,R6,S5,2,Deep,62,1753.01,1.65,1.7,98.12,charcoal
2001,T6,R1,S1,1,Surface,21,593.76,1.71,1.74,18.2,
2001,T6,R1,S1,1,Middle,36,1017.88,1.88,1.95,65.2,
2001,T6,R1,S1,1,Deep,43,1215.8,1.82,1.94,154.98,
2001,T6,R1,S1,2,Surface,23,650.31,1.63,1.66,20.22,
2001,T6,R1,S1,2,Middle,28,791.68,1.85,1.88,23.93,
2001,T6,R1,S1,2,Deep,49,1385.44,1.56,1.79,326.12,
2001,T6,R1,S2,1,Surface,23,650.31,1.74,1.76,13.45,
2001,T6,R1,S2,1,Middle,30,848.23,1.81,1.91,84.43,
2001,T6,R1,S2,1,Deep,40,1130.97,1.72,1.84,136.18,"* actually 38 cm, no soil past 91 cm in the tube"
2001,T6,R1,S2,2,Surface,29,819.96,1.65,1.66,14.36,* changes drom 15 to 29cm based on clear color  change
2001,T6,R1,S2,2,Deep,39,1102.7,1.55,1.72,190.11,* actual measured length 35
2001,T6,R1,S3,1,Surface,17,480.66,1.66,1.68,7.33,fungi
2001,T6,R1,S3,1,Middle,48,1357.17,1.81,1.88,85.03,
2001,T6,R1,S3,1,Deep,35,989.6,1.88,1.97,95.99,fungi
2001,T6,R1,S3,2,Surface,26,735.13,1.58,1.59,4.57,fungi
2001,T6,R1,S3,2,Middle,61,1724.73,1.91,1.98,132.01,
2001,T6,R1,S3,2,Deep,13,367.57,1.85,1.92,25.7,fungi
2001,T6,R1,S4,1,Surface,22,622.04,1.68,1.79,68.1,
2001,T6,R1,S4,1,Middle,32,904.78,1.8,1.85,45.97,
2001,T6,R1,S4,1,Deep,46,1300.62,1.7,1.94,306.9,
2001,T6,R1,S4,2,Surface,22,622.04,1.64,1.66,9.6,
2001,T6,R1,S4,2,Middle,29,819.96,1.71,1.75,32.74,
2001,T6,R1,S4,2,Deep,49,1385.44,1.71,1.85,190.56,
2001,T6,R1,S5,1,Surface,22,622.04,1.78,1.84,38.65,
2001,T6,R1,S5,1,Middle,22,622.04,1.79,1.91,76.4,
2001,T6,R1,S5,1,Deep,56,1583.36,1.84,1.9,92.29,
2001,T6,R1,S5,2,Surface,21,593.76,1.77,1.83,34.28,
2001,T6,R1,S5,2,Middle,26,735.13,1.66,1.82,119.1,
2001,T6,R1,S5,2,Deep,53,1498.54,1.78,1.94,236.61,
2001,T6,R2,S1,1,Surface,9,254.47,1.55,1.58,8.41,fungi
2001,T6,R2,S1,1,Middle,34,961.33,1.52,1.58,50.1,
2001,T6,R2,S1,1,Deep,57,1611.64,1.68,1.86,287.7,
2001,T6,R2,S1,2,Surface,11,311.02,1.42,1.48,20.08,fungi
2001,T6,R2,S1,2,Middle,44,1244.07,1.68,1.73,52.44,
2001,T6,R2,S1,2,Deep,45,1272.35,1.57,1.85,359.96,
2001,T6,R2,S2,1,Surface,14,395.84,1.49,1.53,16.57,fungi
2001,T6,R2,S2,1,Middle,33,933.05,1.62,1.68,58.41,
2001,T6,R2,S2,1,Deep,53,1498.54,1.8,1.95,232.22,
2001,T6,R2,S2,2,Surface,12,339.29,1.52,1.55,11.88,fungi
2001,T6,R2,S2,2,Middle,60,1696.46,1.68,1.75,128.88,charcoal
2001,T6,R2,S2,2,Deep,28,791.68,1.41,1.66,192.47,
2001,T6,R2,S3,1,Surface,20,565.49,1.51,1.54,17.77,
2001,T6,R2,S3,1,Middle,29,819.96,1.71,1.74,27.44,
2001,T6,R2,S3,1,Deep,51,1441.99,1.71,1.83,170.76,
2001,T6,R2,S3,2,Surface,18,311.02,1.56,1.59,9.16,* changed depth from 15 to 18 based on a natural break/fungi
2001,T6,R2,S3,2,Middle,20,565.49,1.61,1.67,32.46,
2001,T6,R2,S3,2,Deep,62,1753.01,1.72,1.85,222.82,
2001,T6,R2,S4,1,Surface,9,254.47,1.25,1.32,17.25,fungi
2001,T6,R2,S4,1,Middle,34,961.33,1.62,1.68,55.9,
2001,T6,R2,S4,1,Deep,57,1611.64,1.49,1.74,414.69,
2001,T6,R2,S4,2,Surface,12,339.29,1.55,1.6,19.21,
2001,T6,R2,S4,2,Middle,37,1046.15,1.64,1.75,118.56,
2001,T6,R2,S4,2,Deep,51,1441.99,1.61,1.87,385.05,
2001,T6,R2,S5,1,Surface,12,197.92,1.35,1.35,1.65,
2001,T6,R2,S5,1,Middle,36,1017.88,1.62,1.77,154.59,
2001,T6,R2,S5,1,Deep,52,1470.27,1.52,1.76,352.17,black flakes- chrcoal?
2001,T6,R2,S5,2,Surface,12,339.29,1.46,1.52,20.48,fungi
