# Soil Total Carbon and Nitrogen - Surface,,,,,,,,,,,,,,,
4/14/1997,3,6,3,0.96,,0.09,,10,,1997,,10.66666667,,,
4/14/1997,3,5,3,1.06,,0.11,,9.64,,1997,,9.636363636,,,
4/14/1997,1,1,2,0.68,,0.07,,9.23,,1997,,9.714285714,,,
4/14/1997,3,3,3,0.93,,0.09,,9.83,,1997,,10.33333333,,,
4/14/1997,5,6,3,1.36,,0.14,,9.72,,1997,,9.714285714,,,
4/14/1997,3,1,3,0.67,,0.07,,9.05,,1997,,9.571428571,,,
4/14/1997,2,6,3,0.92,,0.09,,9.52,,1997,,10.22222222,,,
4/14/1997,21,5,3,0.87,,0.08,,9.82,,1997,,10.875,,,
4/14/1997,2,4,3,1.16,,0.11,,9.82,,1997,,10.54545455,,,
4/14/1997,2,3,3,1.03,,0.1,,9.9,,1997,,10.3,,,
4/14/1997,2,2,3,0.82,,0.08,,9.33,,1997,,10.25,,,
4/14/1997,2,1,3,0.94,,0.1,,9.49,,1997,,9.4,,,
4/14/1997,1,6,2,0.62,,0.03,,16.18,,1997,,20.66666667,,,
4/14/1997,1,5,2,0.75,,0.08,,9,,1997,,9.375,,,
4/14/1997,1,4,2,0.72,,0.07,,9.17,,1997,,10.28571429,,,
4/14/1997,CF ,3,3,1.06,,0.1,,10.4,,1997,,10.6,,,
4/14/1997,CF ,2,3,1.39,,0.1,,12.71,,1997,,13.9,,,
4/14/1997,CF ,1,3,1.55,,0.1,,15.47,,1997,,15.5,,,
4/14/1997,8,4,2,1.57,,0.15,,10.4,,1997,,10.46666667,,,
4/14/1997,8,3,3,1.57,,0.14,,11.13,,1997,,11.21428571,,,
4/14/1997,5,4,3,0.94,,0.09,,10.5,,1997,,10.44444444,,,
4/14/1997,8,1,3,1.48,,0.13,,10.84,,1997,,11.38461538,,,
4/14/1997,5,5,3,0.86,,0.08,,10,,1997,,10.75,,,
4/14/1997,7,5,3,0.96,,0.1,,8.97,,1997,,9.6,,,
4/14/1997,7,4,2,0.99,,0.1,,9.29,,1997,,9.9,,,
4/14/1997,7,3,2,1.03,,0.11,,8.86,,1997,,9.363636364,,,
4/14/1997,7,1,3,0.84,,0.09,,8.72,,1997,,9.333333333,,,
4/14/1997,6,6,3,0.88,,0.1,,8.85,,1997,,8.8,,,
4/14/1997,6,5,3,0.92,,0.1,,8.44,,1997,,9.2,,,
4/14/1997,6,4,3,0.98,,0.11,,8.74,,1997,,8.909090909,,,
4/14/1997,6,3,3,0.94,,0.1,,8.93,,1997,,9.4,,,
4/14/1997,6,2,3,0.87,,0.1,,8.26,,1997,,8.7,,,
4/14/1997,6,1,3,0.85,,0.1,,8.21,,1997,,8.5,,,
4/14/1997,8,2,3,1.28,,0.12,,10.31,,1997,,10.66666667,,,
4/14/1997,7,2,3,1.02,,0.11,,9.12,,1997,,9.272727273,,,
4/14/1997,1,3,3,1.1,,0.12,,9.26,,1997,,9.166666667,,,
4/14/1997,1,2,3,0.83,,0.09,,9.24,,1997,,9.222222222,,,
4/10/1996,5,2,3,1.2,0.02,0.11,0.003,10.53,0.42,1996,,10.90909091,,,
4/10/1996,1,1,2,0.84,0.05,0.08,0.002,10.31,0.91,1996,,10.5,,,
4/10/1996,1,2,3,0.87,0.04,0.09,0.005,9.16,0.05,1996,,9.666666667,,,
4/10/1996,1,3,3,0.93,0.06,0.1,0.007,9.25,0.07,1996,,9.3,,,
4/10/1996,1,4,2,0.67,0.006,0.07,0.005,8.99,0.67,1996,,9.571428571,,,
4/10/1996,1,5,3,0.9,0.04,0.09,0.003,9.48,0.25,1996,,10,,,
4/10/1996,1,6,2,0.9,0.01,0.09,0.001,9.34,0.04,1996,,10,,,
4/10/1996,2,1,3,0.87,0.08,0.09,0.01,9.08,0.34,1996,,9.666666667,,,
4/10/1996,2,2,3,0.99,0.01,0.1,0.004,9.59,0.21,1996,,9.9,,,
4/10/1996,2,3,3,0.87,0.04,0.09,0.003,9.04,0.22,1996,,9.666666667,,,
4/10/1996,2,4,2,1.14,0.02,0.11,0.001,9.91,0.08,1996,,10.36363636,,,
4/10/1996,21,5,2,1.06,0.02,0.14,0.001,7.18,0.21,1996,,7.571428571,,,
4/10/1996,2,6,3,0.75,0.01,0.08,0.002,9.06,0.2,1996,,9.375,,,
4/10/1996,3,1,3,0.69,0.06,0.08,0.006,8.25,0.47,1996,,8.625,,,
4/10/1996,3,2,2,0.9,0.06,0.1,0.008,8.78,0.14,1996,,9,,,
4/10/1996,3,3,2,0.96,0.05,0.1,0.008,8.95,0.17,1996,,9.6,,,
4/10/1996,3,4,3,0.82,0.06,0.09,0.008,9.09,0.57,1996,,9.111111111,,,
4/10/1996,3,5,3,0.85,0.03,0.09,0.005,9.01,0.19,1996,,9.444444444,,,
4/10/1996,3,6,3,0.99,0.08,0.1,0.007,9.32,0.17,1996,,9.9,,,
4/10/1996,4,1,2,0.83,0.002,0.09,0,8.73,0.02,1996,,9.222222222,,,
4/10/1996,4,2,3,0.99,0.04,0.1,0.005,9.21,0.09,1996,,9.9,,,
4/10/1996,4,3,3,0.94,0.02,0.1,0.004,9.05,0.45,1996,,9.4,,,
4/10/1996,4,4,3,0.93,0.05,0.1,0.008,9.04,0.21,1996,,9.3,,,
4/10/1996,4,5,3,0.9,0.06,0.1,0.006,8.73,0.21,1996,,9,,,
4/10/1996,4,6,3,1.11,0.06,0.12,0.003,8.61,0.35,1996,,9.25,,,
4/10/1996,5,1,3,0.95,0.08,0.1,0.006,9.12,0.35,1996,,9.5,,,
4/10/1996,5,3,3,0.88,0.08,0.1,0.007,8.89,0.32,1996,,8.8,,,
4/10/1996,5,4,3,1.15,0.1,0.12,0.007,9.6,0.78,1996,,9.583333333,,,
4/10/1996,5,5,3,1,0.05,0.1,0.01,10.12,0.57,1996,,10,,,
4/10/1996,CF ,1,3,4.19,0.22,0.17,0.01,23.65,0.43,1996,,24.64705882,,,
4/10/1996,DF ,1,3,2.46,0.04,0.15,0.01,15.59,1.42,1996,,16.4,,,
4/10/1996,SF ,1,3,1.24,0.08,0.15,0.005,8.16,0.39,1996,,8.266666667,,,
4/10/1996,CF ,2,2,3.18,0.27,0.15,0.01,20.34,0.38,1996,,21.2,,,
4/10/1996,DF ,2,2,2.96,0.26,0.23,0.006,12.68,0.83,1996,,12.86956522,,,
4/10/1996,SF ,2,2,1.23,0.02,0.09,0.005,13.81,0.45,1996,,13.66666667,,,
4/10/1996,CF ,3,2,1.9,0.11,0.12,0.008,15.45,1.99,1996,,15.83333333,,,
4/10/1996,DF ,3,3,2.26,0.2,0.14,0.008,15.33,0.87,1996,,16.14285714,,,
4/10/1996,SF ,3,3,1.46,0.1,0.11,0.005,12.58,0.36,1996,,13.27272727,,,
4/10/1996,5,6,3,1.18,0.04,0.11,0.004,10.37,0.29,1996,,10.72727273,,,
4/10/1996,6,1,3,0.95,0.06,0.09,0.006,9.82,0.22,1996,,10.55555556,,,
4/10/1996,6,2,3,1.34,0.05,0.13,0.005,10.29,0.51,1996,,10.30769231,,,
4/10/1996,6,3,2,1.21,0.002,0.1,0.006,11.29,0.61,1996,,12.1,,,
4/10/1996,6,4,3,1.18,0.06,0.09,0.007,12.74,0.22,1996,,13.11111111,,,
4/10/1996,6,5,3,1.25,0.1,0.1,0.002,11.92,0.81,1996,,12.5,,,
4/10/1996,6,6,2,1.11,0.02,0.08,0.004,13.06,0.2,1996,,13.875,,,
4/10/1996,7,1,2,0.93,0.003,0.06,0.003,14.01,0.54,1996,,15.5,,,
4/10/1996,7,2,2,1.24,0.06,0.1,0,11.86,0.57,1996,,12.4,,,
4/10/1996,7,3,3,1.24,0.06,0.1,0.005,11.53,0.13,1996,,12.4,,,
4/10/1996,7,4,3,1.35,0.07,0.11,0.005,11.74,1.17,1996,,12.27272727,,,
4/10/1996,7,5,2,1.62,0.09,0.1,0.005,15.13,0.19,1996,,16.2,,,
4/10/1996,7,6,3,1.33,0.07,0.11,0.003,12.07,0.81,1996,,12.09090909,,,
4/10/1996,8,1,3,1.88,0.02,0.13,0.004,14.48,0.32,1996,,14.46153846,,,
4/10/1996,8,2,3,2.06,0.08,0.15,0.01,13.81,1.39,1996,,13.73333333,,,
4/10/1996,8,3,3,1.78,0.15,0.13,0.01,13.58,0.96,1996,,13.69230769,,,
4/10/1996,8,4,3,1.82,0.03,0.15,0.001,12.01,0.14,1996,,12.13333333,,,
4/10/1996,CFF,1,2,3.01,0.09,0.13,0.002,22.28,0.37,1996,,23.15384615,,,
4/10/1996,DFF,1,3,1.35,0.05,0.06,0.006,21.21,1.66,1996,,22.5,,,
4/10/1996,SFF,1,2,1.59,0.01,0.1,0,14.74,0.17,1996,,15.9,,,
4/10/1996,CFF,2,2,3.44,0.29,0.14,0.009,24.01,0.51,1996,,24.57142857,,,
4/10/1996,DFF,2,2,2.82,0.49,0.13,0.02,20.8,0.45,1996,,21.69230769,,,
4/10/1996,SFF,2,2,0.94,0.07,0.05,0.002,19.01,0.65,1996,,18.8,,,
4/10/1996,DFF,3,2,2,0.11,0.1,0.002,19.79,1.53,1996,,20,,,
4/10/1996,SFF,3,3,1.61,0.12,0.1,0.009,15.2,0.19,1996,,16.1,,,
3/22/1995,2,6,3,0.93,0.09,0.1,0.01,9.03,0.28,1995,,9.3,,,
3/22/1995,3,1,3,0.78,0.05,0.01,0.005,5.99,0.17,1995,,78,,,
3/22/1995,3,2,3,1.12,0.14,0.12,0.01,9.31,0.07,1995,,9.333333333,,,
3/22/1995,3,3,3,1.1,0.08,0.13,0.01,8.5,0.05,1995,,8.461538462,,,
3/22/1995,3,4,2,0.95,0.07,0.1,0.006,9.08,0.12,1995,,9.5,,,
3/22/1995,3,5,3,0.98,0.01,0.1,0.006,9.23,0.39,1995,,9.8,,,
3/22/1995,3,6,3,0.99,0.16,0.1,0.01,9.1,0.51,1995,,9.9,,,
3/22/1995,4,1,3,0.94,0.07,0.11,0.007,8.54,0.15,1995,,8.545454545,,,
3/22/1995,4,2,3,0.95,0.05,0.1,0.002,8.89,0.34,1995,,9.5,,,
3/22/1995,4,3,3,1.01,0.03,0.09,0.009,10.81,1.24,1995,,11.22222222,,,
3/22/1995,4,4,3,1.1,0.04,0.11,0.004,9.51,0.14,1995,,10,,,
3/22/1995,4,5,3,0.91,0.04,0.09,0.002,9.86,0.46,1995,,10.11111111,,,
3/22/1995,4,6,3,1.12,0.04,0.11,0.01,10.13,1.04,1995,,10.18181818,,,
3/22/1995,5,1,3,1.03,0.06,0.1,0.01,10.42,0.88,1995,,10.3,,,
3/22/1995,5,2,3,0.81,0.05,0.07,0.005,10.25,0.29,1995,,11.57142857,,,
3/22/1995,5,3,3,0.92,0.73,0.13,0.009,7,0.13,1995,,7.076923077,,,
3/22/1995,5,4,2,1.15,0.04,0.11,0.004,10.31,0.05,1995,,10.45454545,,,
3/22/1995,5,5,2,0.87,0.01,0.08,0.008,10.46,0.93,1995,,10.875,,,
3/22/1995,5,6,2,1.18,0.12,0.11,0.01,10.34,0.03,1995,,10.72727273,,,
3/22/1995,6,1,2,1.11,0.004,0.1,0.01,11.07,1.28,1995,,11.1,,,
3/22/1995,6,2,3,0.83,0.07,0.08,0.01,9.46,1.82,1995,,10.375,,,
3/22/1995,6,3,3,0.93,0.02,0.09,0.007,9.87,0.81,1995,,10.33333333,,,
3/22/1995,6,4,3,1.14,0.02,0.15,0.009,7.31,0.37,1995,,7.6,,,
3/22/1995,6,5,3,1.08,0.09,0.15,0.008,7.06,0.25,1995,,7.2,,,
3/22/1995,6,6,2,0.91,0.06,0.11,0.004,7.91,0.35,1995,,8.272727273,,,
3/22/1995,7,3,3,0.99,0.02,0.08,0.005,11.58,0.48,1995,,12.375,,,
3/22/1995,7,1,3,0.99,0.03,0.13,0.004,7.29,0.13,1995,,7.615384615,,,
3/22/1995,7,2,3,1.01,0.04,0.14,0.006,7,0.16,1995,,7.214285714,,,
3/22/1995,7,6,3,0.97,0.05,0.09,0.002,10.57,0.62,1995,,10.77777778,,,
3/22/1995,7,5,3,0.88,0.01,0.07,0.006,11.64,1.09,1995,,12.57142857,,,
3/22/1995,7,4,3,1.16,0.1,0.15,0.01,7.65,0.23,1995,,7.733333333,,,
3/22/1995,8,1,3,1.21,0.04,0.09,0.006,12.69,0.55,1995,,13.44444444,,,
3/22/1995,8,2,3,1.34,0.07,0.1,0.005,12.57,0.39,1995,,13.4,,,
3/22/1995,8,3,3,1.2,0.12,0.09,0.007,12.1,1.22,1995,,13.33333333,,,
3/22/1995,8,4,2,1.44,0.02,0.11,0.006,13.05,0.9,1995,,13.09090909,,,
3/22/1995,CF ,1,3,1.72,0.14,0.09,0.002,18.38,1.41,1995,,19.11111111,,,
3/22/1995,CF ,2,2,1.12,0.03,0.07,0,14.64,0.47,1995,,16,,,
3/22/1995,CF ,3,3,1.05,0.05,0.08,0.004,12.41,1.16,1995,,13.125,,,
3/22/1995,DF ,1,2,1.76,0.28,0.11,0.006,15.1,1.62,1995,,16,,,
3/22/1995,DF ,2,2,1.36,0.05,0.09,0.001,14.87,0.5,1995,,15.11111111,,,
3/22/1995,DF ,3,2,1.35,0.14,0.1,0.004,12.76,0.84,1995,,13.5,,,
3/22/1995,SF ,1,2,1.07,0.12,0.14,0.005,7.57,0.63,1995,,7.642857143,,,
3/22/1995,SF ,2,3,0.88,0.03,0.07,0.006,12.31,1.56,1995,,12.57142857,,,
3/22/1995,1,1,3,0.74,0.03,0.04,0.003,16.18,0.51,1995,,18.5,,,
3/22/1995,1,2,3,0.88,0.06,0.13,0.006,6.52,0.24,1995,,6.769230769,,,
3/22/1995,1,3,3,1.17,0.04,0.13,0.004,8.68,0.34,1995,,9,,,
3/22/1995,1,4,2,0.8,0.01,0.09,0.001,8.33,18,1995,,8.888888889,,,
3/22/1995,1,5,2,0.84,0.001,0.1,0.004,7.86,0.31,1995,,8.4,,,
3/22/1995,1,6,2,0.55,0.05,0.26,0.007,2.06,2.43,1995,,2.115384615,,,
3/22/1995,2,1,3,1.02,0.09,0.11,0.007,9.02,0.56,1995,,9.272727273,,,
3/22/1995,2,2,3,0.9,0.03,0.1,0.005,8.59,0.05,1995,,9,,,
3/22/1995,2,3,3,1.07,0.04,0.11,0.001,9.2,0.38,1995,,9.727272727,,,
3/22/1995,2,4,3,0.97,0.06,0.1,0.008,9.65,1.25,1995,,9.7,,,
3/22/1995,21,5,3,0.9,0.03,0.1,0.007,8.61,0.27,1995,,9,,,
8/29/1994,3,6,,0.99,,0.1,,9.7,,1994,,9.9,,,
8/29/1994,1,3,,1.1,,0.11,,9.7,,1994,,10,,,
8/29/1994,1,4,,0.76,,0.07,,9.9,,1994,,10.85714286,,,
8/29/1994,1,5,,0.72,,0.07,,9.4,,1994,,10.28571429,,,
8/29/1994,1,6,,0.7,,0.07,,9.6,,1994,,10,,,
8/29/1994,2,1,,0.85,,0.09,,9.6,,1994,,9.444444444,,,
8/29/1994,2,2,,0.7,,0.07,,9.6,,1994,,10,,,
8/29/1994,2,3,,1.16,,0.11,,10.4,,1994,,10.54545455,,,
8/29/1994,2,4,,0.95,,0.09,,10,,1994,,10.55555556,,,
8/29/1994,2,6,,1.03,,0.09,,10.5,,1994,,11.44444444,,,
8/29/1994,3,1,,0.74,,0.07,,9.9,,1994,,10.57142857,,,
8/29/1994,3,2,,1.02,,0.09,,10.4,,1994,,11.33333333,,,
8/29/1994,3,3,,0.91,,0.09,,9.9,,1994,,10.11111111,,,
8/29/1994,3,4,,0.93,,0.09,,10,,1994,,10.33333333,,,
8/29/1994,3,5,,1.07,,0.1,,10.7,,1994,,10.7,,,
8/29/1994,4,1,,0.88,,0.09,,9.5,,1994,,9.777777778,,,
8/29/1994,4,2,,1.06,,0.1,,10.2,,1994,,10.6,,,
8/29/1994,4,3,,0.81,,0.08,,9.8,,1994,,10.125,,,
8/29/1994,4,4,,0.87,,0.08,,9.8,,1994,,10.875,,,
8/29/1994,4,5,,0.81,,0.08,,9.5,,1994,,10.125,,,
8/29/1994,4,6,,0.94,,0.09,,10.1,,1994,,10.44444444,,,
8/29/1994,5,1,,1.28,,0.1,,12.1,,1994,,12.8,,,
8/29/1994,5,2,,1.02,,0.08,,12,,1994,,12.75,,,
8/29/1994,5,3,,0.62,,0.05,,11.2,,1994,,12.4,,,
8/29/1994,5,4,,0.99,,0.08,,11.4,,1994,,12.375,,,
8/29/1994,SF ,3,,0.99,,0.08,,12.1,,1994,,12.375,,,
8/29/1994,SF ,2,,1.05,,0.09,,11.1,,1994,,11.66666667,,,
8/29/1994,SF ,1,,0.82,,0.07,,11.4,,1994,,11.71428571,,,
8/29/1994,DF ,3,,2.39,,0.16,,14.9,,1994,,14.9375,,,
8/29/1994,DF ,2,,2.6,,0.17,,15.2,,1994,,15.29411765,,,
8/29/1994,DF ,1,,2.44,,0.18,,13,,1994,,13.55555556,,,
8/29/1994,CF ,3,,1.36,,0.09,,13.9,,1994,,15.11111111,,,
8/29/1994,CF ,2,,1.04,,0.07,,14.3,,1994,,14.85714286,,,
8/29/1994,CF ,1,,1.32,,0.07,,18,,1994,,18.85714286,,,
8/29/1994,8,4,,1.87,,0.16,,11.6,,1994,,11.6875,,,
8/29/1994,8,3,,2.21,,0.18,,12.1,,1994,,12.27777778,,,
8/29/1994,8,2,,1.94,,0.16,,12.1,,1994,,12.125,,,
8/29/1994,8,1,,1.83,,0.15,,12,,1994,,12.2,,,
8/29/1994,7,6,,1.15,,0.11,,9.7,,1994,,10.45454545,,,
8/29/1994,7,5,,1.18,,0.11,,10.4,,1994,,10.72727273,,,
8/29/1994,7,4,,1.06,,0.1,,10.6,,1994,,10.6,,,
8/29/1994,7,3,,1.21,,0.11,,10.8,,1994,,11,,,
8/29/1994,7,2,,1.2,,0.12,,9.7,,1994,,10,,,
8/29/1994,7,1,,0.68,,0.07,,9.5,,1994,,9.714285714,,,
8/29/1994,6,6,,0.92,,0.09,,9.7,,1994,,10.22222222,,,
8/29/1994,6,5,,1.16,,0.11,,9.8,,1994,,10.54545455,,,
8/29/1994,6,4,,1.24,,0.12,,10.4,,1994,,10.33333333,,,
8/29/1994,6,3,,1.19,,0.12,,9.6,,1994,,9.916666667,,,
8/29/1994,6,2,,1.16,,0.12,,9.4,,1994,,9.666666667,,,
8/29/1994,6,1,,1.16,,0.12,,9.5,,1994,,9.666666667,,,
8/29/1994,5,6,,1.49,,0.15,,10,,1994,,9.933333333,,,
8/29/1994,5,5,,0.81,,0.07,,11.2,,1994,,11.57142857,,,
8/29/1994,1,1,,0.64,,0.06,,9.7,,1994,,10.66666667,,,
8/29/1994,1,2,,0.88,,0.08,,10.1,,1994,,11,,,
4/11/1994,2,3,3,1.14,0.01,0.12,0.006,9.17,0.35,1994,,9.5,,,
4/11/1994,3,3,2,1.03,0.03,0.11,0.004,9.15,0.02,1994,,9.363636364,,,
4/11/1994,5,5,2,0.86,0.03,0.09,0.006,9.24,0.19,1994,,9.555555556,,,
4/11/1994,6,5,2,1.17,0.008,0.15,0.004,7.88,0.13,1994,,7.8,,,
4/11/1994,7,5,3,1.26,0.06,0.16,0.01,7.68,0.28,1994,,7.875,,,
4/11/1994,6,3,3,1.38,0.03,0.16,0.006,8.42,0.47,1994,,8.625,,,
4/11/1994,7,3,2,1.27,0.1,0.16,0.01,7.7,0.06,1994,,7.9375,,,
4/11/1994,8,3,3,1.88,0.05,0.18,0.004,10.23,0.56,1994,,10.44444444,,,
4/11/1994,CF ,3,2,1.74,0.12,0.16,0.01,10.56,0.46,1994,,10.875,,,
4/11/1994,DF ,3,3,1.79,0.08,0.18,0.005,9.76,0.31,1994,,9.944444444,,,
4/11/1994,SF ,3,2,1.23,0.07,0.13,0.01,8.99,1.3,1994,,9.461538462,,,
4/11/1994,SF ,3,3,1.04,0.04,0.13,0.001,7.56,0.27,1994,,8,,,
4/11/1994,1,4,3,0.69,0.06,0.09,0.002,7.64,0.59,1994,,7.666666667,,,
4/11/1994,2,4,3,1.04,0.04,0.11,0.007,9.01,0.12,1994,,9.454545455,,,
4/11/1994,3,4,3,0.54,0.01,0.07,0.003,6.97,0.12,1994,,7.714285714,,,
4/11/1994,4,4,2,0.78,0.02,0.09,0.002,8.43,0.03,1994,,8.666666667,,,
4/11/1994,5,4,3,0.92,0.01,0.09,0.006,9.59,0.64,1994,,10.22222222,,,
4/11/1994,6,4,2,1.09,0.09,0.16,0.006,6.74,0.32,1994,,6.8125,,,
4/11/1994,7,4,2,1.14,0.05,0.15,0.01,7.61,0.3,1994,,7.6,,,
4/11/1994,8,4,3,1.79,0.11,0.2,0.01,8.86,0.14,1994,,8.95,,,
4/11/1994,1,5,3,0.8,0.04,0.09,0.007,8.25,0.31,1994,,8.888888889,,,
4/11/1994,21,5,3,0.79,0.01,0.09,0.006,8.44,0.52,1994,,8.777777778,,,
4/11/1994,3,5,3,1.05,0.07,0.11,0.003,9.22,0.43,1994,,9.545454545,,,
4/11/1994,1,6,3,0.94,0.05,0.09,0.006,9.67,0.28,1994,,10.44444444,,,
4/11/1994,2,6,3,0.89,0.04,0.1,0.006,8.93,0.14,1994,,8.9,,,
4/11/1994,4,5,3,1.12,0.1,0.11,0.01,9.88,0.53,1994,,10.18181818,,,
4/11/1994,3,6,2,0.94,0.09,0.11,0.008,7.95,1.32,1994,,8.545454545,,,
4/11/1994,7,6,3,1.43,0.01,0.16,0.007,8.52,0.35,1994,,8.9375,,,
4/11/1994,6,6,3,1.28,0.03,0.15,0.002,8.16,0.19,1994,,8.533333333,,,
4/11/1994,5,6,3,1.51,0.05,0.15,0.01,9.68,0.7,1994,,10.06666667,,,
4/11/1994,4,6,2,0.87,0.04,0.13,0.009,6.73,0.1,1994,,6.692307692,,,
4/11/1994,4,6,2,0.84,0.04,0.09,0.01,8.63,0.6,1994,,9.333333333,,,
4/11/1994,1,1,3,0.74,0.04,0.08,0.001,8.44,0.44,1994,,9.25,,,
4/11/1994,2,1,2,0.86,0.05,0.1,0.008,8.56,0.15,1994,,8.6,,,
4/11/1994,3,1,2,0.79,0.03,0.08,0.001,9.13,0.49,1994,,9.875,,,
4/11/1994,4,1,2,0.81,0.008,0.09,0.005,8.22,0.33,1994,,9,,,
4/11/1994,5,1,3,1.17,0.006,0.11,0.002,10.25,0.12,1994,,10.63636364,,,
4/11/1994,4,3,3,0.94,0.03,0.1,0.004,8.81,0.03,1994,,9.4,,,
4/11/1994,6,1,2,1.24,0.01,0.15,0.01,8.05,0.66,1994,,8.266666667,,,
4/11/1994,7,1,2,1.09,0.05,0.14,0.01,7.83,0.3,1994,,7.785714286,,,
4/11/1994,8,1,3,1.88,0.05,0.19,0.01,9.56,0.56,1994,,9.894736842,,,
4/11/1994,CF ,1,2,1.86,0.12,0.12,0.01,14.79,2.31,1994,,15.5,,,
4/11/1994,DF ,1,3,1.96,0.04,0.18,0.002,10.9,0.22,1994,,10.88888889,,,
4/11/1994,SF ,1,2,1.34,0.02,0.14,0.004,9.18,0.09,1994,,9.571428571,,,
4/11/1994,1,2,3,0.73,0.005,0.08,0.002,8.47,0.1,1994,,9.125,,,
4/11/1994,2,2,3,0.83,0.04,0.09,0.005,8.59,0.27,1994,,9.222222222,,,
4/11/1994,3,2,3,1,0.04,0.1,0.004,9.69,0.47,1994,,10,,,
4/11/1994,4,2,3,0.95,0.03,0.1,0.004,9.19,0.27,1994,,9.5,,,
4/11/1994,6,2,3,1.02,0.06,0.13,0.004,7.7,0.6,1994,,7.846153846,,,
4/11/1994,7,2,3,1.2,0.05,0.15,0.01,7.74,0.55,1994,,8,,,
4/11/1994,8,2,3,2.31,0.15,0.23,0.02,10,0.56,1994,,10.04347826,,,
4/11/1994,CF ,2,3,1.79,0.07,0.14,0.003,12.31,0.3,1994,,12.78571429,,,
4/11/1994,DF ,2,2,2.2,0.05,0.18,0.004,12.18,0.007,1994,,12.22222222,,,
4/11/1994,SF ,2,2,1.09,0.05,0.13,0.006,8.04,0.01,1994,,8.384615385,,,
4/11/1994,1,3,3,1.15,0.01,0.13,0.003,8.69,0.12,1994,,8.846153846,,,
7/20/1993,DF ,3,,1.59,,0.13,,11.5,,1993,,12.23076923,,,
7/20/1993,1,1,,0.83,,0.09,,8.8,,1993,,9.222222222,,,
7/20/1993,1,2,,0.79,,0.09,,8.1,,1993,,8.777777778,,,
7/20/1993,1,3,,1.42,,0.15,,9.1,,1993,,9.466666667,,,
7/20/1993,1,4,,0.82,,0.1,,8.2,,1993,,8.2,,,
